class name;;Method name;;number of detected pattern;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r1 = virtualinvoke r0.<java.lang.String: java.lang.String substring(int,int)>(3, $i2);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i5 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r0.<java.lang.String: java.lang.String substring(int,int)>(2, $i6);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLUtil;;skipWhitespace;;1
*;; * ;; * ;;r0;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;c0 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: char read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;c0 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: char read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: void unread(char)>(c0);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLUtil;;read;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;c1 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: char read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;c1 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: char read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLUtil;;readChar;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: java.lang.String getSystemID()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: int getLineNr()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLUtil;;checkLiteral;;2
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$c1 = interfaceinvoke r0.<net.n3.nanoxml.IXMLReader: char read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$c2 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLException;;printStackTrace;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>("*** Nested Exception:");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLException;;printStackTrace;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.PrintStream: void println(java.lang.String)>("*** Nested Exception:");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.NonValidator;;parseDTD;;1
*;; * ;; * ;;r2;;7
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: int getStreamLevel()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: java.lang.String getSystemID()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: int getLineNr()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;c3 = interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: char read()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i4 = interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: int getStreamLevel()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: void unread(char)>(c3);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<net.n3.nanoxml.IXMLReader: void unread(char)>(c3);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.NonValidator;;processConditionalSection;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void startNewStream(java.io.Reader)>($r11);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.NonValidator;;processAttList;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void unread(char)>(c0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void unread(char)>(c1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void unread(char)>(c2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void unread(char)>(c3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.NonValidator;;processEntity;;2
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void unread(char)>(c0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: void unread(char)>(c1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<net.n3.nanoxml.IXMLEntityResolver: void addInternalEntity(java.lang.String,java.lang.String)>(r3, r6);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<net.n3.nanoxml.IXMLEntityResolver: void addExternalEntity(java.lang.String,java.lang.String,java.lang.String)>(r3, r5, r4);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.NonValidator;;elementAttributesProcessed;;1
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.util.Properties: java.lang.Object put(java.lang.Object,java.lang.Object)>(r6, $r10);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLEntityResolver;;openExternalEntity;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: java.lang.String getSystemID()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: java.io.Reader openStream(java.lang.String,java.lang.String)>(r2, r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = interfaceinvoke r1.<net.n3.nanoxml.IXMLReader: int getLineNr()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.PIReader;;read;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;ArrayRef for param;;r1[i2] = c3;;pattern detected param  r1 must not be null  because used in  ArrayRef 
net.n3.nanoxml.StdXMLBuilder;;addPCData;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;i3 = virtualinvoke r1.<java.io.Reader: int read(char[])>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLElement;;<init>;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;i1 = virtualinvoke r1.<java.lang.String: int indexOf(int)>(58);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int)>($i2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLElement;;setName;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.lang.String: int indexOf(int)>(58);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int)>($i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLElement;;addChild;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
net.n3.nanoxml.XMLElement;;insertChild;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
net.n3.nanoxml.XMLElement;;removeChild;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
net.n3.nanoxml.XMLElement;;setAttribute;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.lang.String: int indexOf(int)>(58);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int)>($i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.XMLElement;;equalsXMLElement;;1
*;; * ;; * ;;r1;;7
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: java.lang.String getName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: int getAttributeCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: boolean hasAttribute(java.lang.String,java.lang.String)>($r11, $r12);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: java.lang.String getAttribute(java.lang.String,java.lang.String,java.lang.String)>($r13, $r14, null);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r5 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: java.lang.String getAttributeType(java.lang.String,java.lang.String)>($r16, $r17);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: int getChildrenCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r21 = interfaceinvoke r1.<net.n3.nanoxml.IXMLElement: net.n3.nanoxml.IXMLElement getChildAtIndex(int)>(i4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.StdXMLParser;;processElement;;1
*;; * ;; * ;;r2;;7
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.util.Properties: java.lang.Object put(java.lang.Object,java.lang.Object)>($r38, r13);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r45 = virtualinvoke r2.<java.util.Properties: java.lang.String getProperty(java.lang.String)>(r5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r57 = virtualinvoke r2.<java.util.Properties: java.lang.String getProperty(java.lang.String)>(r15);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r61 = virtualinvoke r2.<java.util.Properties: java.lang.String getProperty(java.lang.String)>(r5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r72 = virtualinvoke r2.<java.util.Properties: java.lang.String getProperty(java.lang.String)>(r5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r99 = virtualinvoke r2.<java.util.Properties: java.lang.String getProperty(java.lang.String)>(r5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r101 = virtualinvoke r2.<java.util.Properties: java.lang.Object clone()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.StdXMLParser;;processAttribute;;3
*;; * ;; * ;;r3;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<java.util.Vector: void addElement(java.lang.Object)>("CDATA");;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.util.Vector: void addElement(java.lang.Object)>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.util.Vector: void addElement(java.lang.Object)>(r5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.StdXMLReader;;getEncoding;;1
*;; * ;; * ;;r1;;19
*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.lang.String: boolean startsWith(java.lang.String)>("<?xml");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c4 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c5 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i6 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c7 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c8 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i9 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c10 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i11 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c12 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i13 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c14 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$c15 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i16 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;c1 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;i2 = virtualinvoke r1.<java.lang.String: int indexOf(int,int)>(c1, i17);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int,int)>(i17, i2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i18 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
net.n3.nanoxml.StdXMLReader;;stream2reader;;1
*;; * ;; * ;;r2;;6
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.lang.StringBuffer: java.lang.StringBuffer append(char)>(60);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.lang.StringBuffer: java.lang.StringBuffer append(char)>($c4);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.lang.StringBuffer: java.lang.StringBuffer append(char)>($c5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r11 = virtualinvoke r2.<java.lang.StringBuffer: java.lang.String toString()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
